dataset,view,view_role,feature,feature_class,single_feature_macro_f1,action,notes
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,duration,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,packets_per_second,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,bytes_per_second,legitimate_metadata_retained,0.8836833171242542,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,iat_mean,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,iat_std,legitimate_metadata_retained,0.6406741392905769,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,iat_min,legitimate_metadata_retained,0.7859092391558269,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,iat_max,legitimate_metadata_retained,0.7983623600131753,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_1s,strict_audited_metadata_main,strict,burstiness,legitimate_metadata_retained,0.7653024444792234,retain_in_audited_metadata_main,no leakage indication under revised taxonomy
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,packet_count,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,byte_sum,legitimate_metadata_retained,0.8884906975940133,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,byte_mean,legitimate_metadata_retained,0.881340265244058,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,byte_std,legitimate_metadata_retained,0.8614471967932722,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,byte_min,legitimate_metadata_retained,0.846020950142258,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,byte_max,legitimate_metadata_retained,0.8498293669713393,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,duration,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,packets_per_second,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,bytes_per_second,legitimate_metadata_retained,0.8894518124023769,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,iat_mean,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,iat_std,legitimate_metadata_retained,0.8366696916315237,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,iat_min,legitimate_metadata_retained,0.8385158476229456,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,iat_max,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,burstiness,legitimate_metadata_retained,0.8614681873369634,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,full_audited_metadata_main,full,mixed_label_ratio,retained_metadata,0.37776878213740755,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,packet_count,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,byte_sum,legitimate_metadata_retained,0.8884906975940133,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,byte_mean,legitimate_metadata_retained,0.881340265244058,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,byte_std,legitimate_metadata_retained,0.8614471967932722,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,byte_min,legitimate_metadata_retained,0.846020950142258,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,byte_max,legitimate_metadata_retained,0.8498293669713393,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,duration,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,packets_per_second,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,bytes_per_second,legitimate_metadata_retained,0.8894518124023769,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,iat_mean,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,iat_std,legitimate_metadata_retained,0.8366696916315237,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,iat_min,legitimate_metadata_retained,0.8385158476229456,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,iat_max,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,burstiness,legitimate_metadata_retained,0.8614681873369634,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,broker_audited_metadata_main,broker,mixed_label_ratio,retained_metadata,0.37776878213740755,retain,no leakage indication under revised taxonomy
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,packet_count,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,byte_sum,legitimate_metadata_retained,0.8884906975940133,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,byte_mean,legitimate_metadata_retained,0.881340265244058,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,byte_std,legitimate_metadata_retained,0.8614471967932722,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,byte_min,legitimate_metadata_retained,0.846020950142258,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,byte_max,legitimate_metadata_retained,0.8498293669713393,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,duration,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,packets_per_second,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,bytes_per_second,legitimate_metadata_retained,0.8894518124023769,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,iat_mean,legitimate_metadata_retained,0.8643214858696371,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,iat_std,legitimate_metadata_retained,0.8366696916315237,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,iat_min,legitimate_metadata_retained,0.8385158476229456,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,iat_max,legitimate_metadata_retained,0.8638424138424139,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
MQTTEEB-D_flow_5s,strict_audited_metadata_main,strict,burstiness,legitimate_metadata_retained,0.8614681873369634,retain_in_audited_metadata_main,single-feature Macro F1 > 0.80; discriminative metadata
